rank,repo_name,forks,stars,language,repo_url,description,id,last_commit
37,Polly,1044,11732,C#,https://github.com/App-vNext/Polly,"Polly is a .NET resilience and transient-fault-handling library that allows developers to express policies such as Retry, Circuit Breaker, Timeout, Bulkhead Isolation, and Fallback in a fluent and thread-safe manner. From version 6.0.1, Polly targets .NET Standard 1.1 and 2.0+.",MDEwOlJlcG9zaXRvcnk5ODY0MTY2,2023-03-28T10:00:08Z
38,runtime,3833,11593,C#,https://github.com/dotnet/runtime,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps.",MDEwOlJlcG9zaXRvcnkyMTA3MTYwMDU=,2023-03-28T12:36:20Z
39,AspNetCore.Docs,25415,11483,C#,https://github.com/dotnet/AspNetCore.Docs,Documentation for ASP.NET Core,MDEwOlJlcG9zaXRvcnkyODIzOTQ1NQ==,2023-03-28T12:18:33Z
40,CleanArchitecture,2586,11479,C#,https://github.com/jasontaylordev/CleanArchitecture,Clean Architecture Solution Template for .NET 7,MDEwOlJlcG9zaXRvcnkyMTM0NjAyODU=,2023-03-15T13:49:52Z
41,N_m3u8DL-CLI,1868,11181,C#,https://github.com/nilaoda/N_m3u8DL-CLI,"[.NET] m3u8 downloader 开源的命令行m3u8/HLS/dash下载器，支持普通AES-128-CBC解密，多线程，自定义请求头等. 支持简体中文,繁体中文和英文. English Supported.",MDEwOlJlcG9zaXRvcnkxODIwOTUzNTI=,2023-03-25T15:17:49Z
42,aspnetboilerplate,3691,10969,C#,https://github.com/aspnetboilerplate/aspnetboilerplate,ASP.NET Boilerplate - Web Application Framework,MDEwOlJlcG9zaXRvcnkxMjIwMTUzOA==,2023-03-23T07:18:17Z
43,CMWTAT_Digital_Edition,1581,10875,C#,https://github.com/TGSAN/CMWTAT_Digital_Edition,"CloudMoe Windows 10/11 Activation Toolkit get digital license, the best open source Win 10/11 activator in GitHub. GitHub 上最棒的开源 Win10/Win11 数字权利（数字许可证）激活工具！",MDEwOlJlcG9zaXRvcnkxMzUwNTAyMTk=,2023-02-06T22:24:51Z
44,AssetStudio,2026,10518,C#,https://github.com/Perfare/AssetStudio,"AssetStudio is a tool for exploring, extracting and exporting assets and assetbundles.",MDEwOlJlcG9zaXRvcnk2NDc1MzA0Mw==,2022-12-08T15:37:37Z
45,mono,3780,10356,C#,https://github.com/mono/mono,"Mono open source ECMA CLI, C# and .NET implementation.",MDEwOlJlcG9zaXRvcnk3OTE2MTE=,2023-03-13T11:59:18Z
46,lively,830,10340,C#,https://github.com/rocksdanister/lively,Free and open-source software that allows users to set animated desktop wallpapers and screensavers powered by WinUI 3.,MDEwOlJlcG9zaXRvcnkyMDExODgxMjI=,2023-03-06T02:27:00Z
47,UnityCsReference,2278,10191,C#,https://github.com/Unity-Technologies/UnityCsReference,Unity C# reference source code.,MDEwOlJlcG9zaXRvcnkxMjY0ODY3MDE=,2023-03-24T12:41:34Z
48,Newtonsoft.Json,3167,9939,C#,https://github.com/JamesNK/Newtonsoft.Json,Json.NET is a popular high-performance JSON framework for .NET,MDEwOlJlcG9zaXRvcnkzNDc2ODQ1,2023-03-17T21:05:27Z
49,csharplang,974,9769,C#,https://github.com/dotnet/csharplang,The official repo for the design of the C# programming language,MDEwOlJlcG9zaXRvcnk3NTk5MDg4OA==,2023-03-27T14:34:04Z
50,abp,2959,9653,C#,https://github.com/abpframework/abp,Open Source Web Application Framework for ASP.NET Core,MDEwOlJlcG9zaXRvcnk3NTUwNTEyNQ==,2023-03-28T11:44:36Z
51,basic-computer-games,1214,9373,C#,https://github.com/coding-horror/basic-computer-games,"An updated version of the classic ""Basic Computer Games"" book, with well-written examples in a variety of common MEMORY SAFE, SCRIPTING programming languages. See https://coding-horror.github.io/basic-computer-games/",MDEwOlJlcG9zaXRvcnkzMzQ1MTUxNTU=,2023-03-23T17:16:08Z
52,MonoGame,2681,9323,C#,https://github.com/MonoGame/MonoGame,One framework for creating powerful cross-platform games.,MDEwOlJlcG9zaXRvcnkxNTc5OTkw,2023-03-13T21:29:55Z
53,MediatR,1056,9317,C#,https://github.com/jbogard/MediatR,"Simple, unambitious mediator implementation in .NET",MDEwOlJlcG9zaXRvcnkxNzM2OTM2MQ==,2023-03-28T10:16:35Z
54,AutoMapper,1708,9300,C#,https://github.com/AutoMapper/AutoMapper,A convention-based object-object mapper in .NET. ,MDEwOlJlcG9zaXRvcnk1MDUzODA=,2023-03-22T17:12:26Z
55,ArchiSteamFarm,994,9218,C#,https://github.com/JustArchiNET/ArchiSteamFarm,C# application with primary purpose of farming Steam cards from multiple accounts simultaneously.,MDEwOlJlcG9zaXRvcnk0NDg5NzQ2Mg==,2023-03-28T06:39:32Z
56,CefSharp,2852,9207,C#,https://github.com/cefsharp/CefSharp,.NET (WPF and Windows Forms) bindings for the Chromium Embedded Framework,MDEwOlJlcG9zaXRvcnkxMTM1NDU0,2023-03-16T03:17:33Z
57,orleans,1963,9202,C#,https://github.com/dotnet/orleans,Cloud Native application framework for .NET,MDEwOlJlcG9zaXRvcnkyODIzMjY2Mw==,2023-03-24T19:53:13Z
58,IdentityServer4,3836,9015,C#,https://github.com/IdentityServer/IdentityServer4,OpenID Connect and OAuth 2.0 Framework for ASP.NET Core,MDEwOlJlcG9zaXRvcnk0NjY1MjIyNw==,2022-12-13T07:48:19Z
59,RestSharp,2283,8962,C#,https://github.com/restsharp/RestSharp,Simple REST and HTTP API Client for .NET,MDEwOlJlcG9zaXRvcnkzNzQyMjg=,2023-03-27T22:58:20Z
60,choco,871,8950,C#,https://github.com/chocolatey/choco,Chocolatey - the package manager for Windows,MDEwOlJlcG9zaXRvcnkyODY0NzIxOA==,2023-03-28T12:24:14Z
61,SignalR,2295,8855,C#,https://github.com/SignalR/SignalR,Incredibly simple real-time web for .NET,MDEwOlJlcG9zaXRvcnkyMDg3MDY0,2023-03-15T16:47:40Z
62,Jackett,1050,8838,C#,https://github.com/Jackett/Jackett,API Support for your favorite torrent trackers,MDEwOlJlcG9zaXRvcnk0NTE5NTYxNA==,2023-03-28T08:40:40Z
63,BenchmarkDotNet,873,8830,C#,https://github.com/dotnet/BenchmarkDotNet,Powerful .NET library for benchmarking,MDEwOlJlcG9zaXRvcnkxMjE5MTI0NA==,2023-03-13T14:59:19Z
64,winsw,1335,8816,C#,https://github.com/winsw/winsw,"A wrapper executable that can run any executable as a Windows service, in a permissive license.",MDEwOlJlcG9zaXRvcnk1MDAwOTM=,2023-03-24T05:57:00Z
65,FluentTerminal,442,8771,C#,https://github.com/felixse/FluentTerminal,A Terminal Emulator based on UWP and web technologies.,MDEwOlJlcG9zaXRvcnkxMTgzMjIyODY=,2023-03-22T20:02:30Z
66,MahApps.Metro,2420,8648,C#,https://github.com/MahApps/MahApps.Metro,A framework that allows developers to cobble together a better UI for their own WPF applications with minimal effort.,MDEwOlJlcG9zaXRvcnkyNTg0Nzc3,2023-03-02T22:41:18Z
67,eShopOnWeb,4427,8615,C#,https://github.com/dotnet-architecture/eShopOnWeb,"Sample ASP.NET Core 6.0 reference application, powered by Microsoft, demonstrating a layered application architecture with monolithic deployment model. Download the eBook PDF from docs folder.",MDEwOlJlcG9zaXRvcnk4MzM4MDk5NQ==,2023-03-28T01:40:36Z
68,duplicati,801,8606,C#,https://github.com/duplicati/duplicati,Store securely encrypted backups in the cloud!,MDEwOlJlcG9zaXRvcnkyMjYzNjI2Mw==,2023-03-25T03:23:07Z
69,Locale-Emulator,725,8488,C#,https://github.com/xupefei/Locale-Emulator,Yet Another System Region and Language Simulator,MDEwOlJlcG9zaXRvcnk4ODM1MDU3,2022-04-15T09:55:46Z
70,Sonarr,1107,8441,C#,https://github.com/Sonarr/Sonarr,Smart PVR for newsgroup and bittorrent users.,MDEwOlJlcG9zaXRvcnkyNDY1NzIz,2023-03-27T14:52:36Z
71,machinelearning,1809,8336,C#,https://github.com/dotnet/machinelearning,ML.NET is an open source and cross-platform machine learning framework for .NET.,MDEwOlJlcG9zaXRvcnkxMzIwMjExNjY=,2023-03-28T02:15:45Z
72,Captura,1580,8237,C#,https://github.com/MathewSachin/Captura,"Capture Screen, Audio, Cursor, Mouse Clicks and Keystrokes",MDEwOlJlcG9zaXRvcnk0MTU4OTQzOQ==,2020-08-16T15:25:25Z
73,modular-monolith-with-ddd,1233,8218,C#,https://github.com/kgrzybek/modular-monolith-with-ddd,Full Modular Monolith application with Domain-Driven Design approach.,MDEwOlJlcG9zaXRvcnkyMDM4OTI0NTQ=,2023-01-23T06:54:13Z
74,Hangfire,1582,8139,C#,https://github.com/HangfireIO/Hangfire,An easy way to perform background job processing in your .NET and .NET Core applications. No Windows Service or separate process required,MDEwOlJlcG9zaXRvcnkxMTkyMDU0Mg==,2023-03-24T07:35:40Z
75,Terminal.Gui,597,8034,C#,https://github.com/gui-cs/Terminal.Gui,Cross Platform Terminal UI toolkit for .NET,MDEwOlJlcG9zaXRvcnkxMTM4MDczMzA=,2023-03-27T20:24:35Z
76,FluentValidation,1125,8007,C#,https://github.com/FluentValidation/FluentValidation,A popular .NET validation library for building strongly-typed validation rules.,MDEwOlJlcG9zaXRvcnk0NDM5NjI=,2023-03-25T11:04:58Z
77,nopCommerce,4541,7998,C#,https://github.com/nopSolutions/nopCommerce,ASP.NET Core eCommerce software. nopCommerce is a free and open-source shopping cart.,MDEwOlJlcG9zaXRvcnkxODU4NjcwNQ==,2023-03-28T09:15:13Z
78,WeiXinMPSDK,4283,7757,C#,https://github.com/JeffreySu/WeiXinMPSDK,微信全平台 SDK Senparc.Weixin for C#，支持 .NET Framework 及 .NET Core、.NET 6.0、.NET 7.0。已支持微信公众号、小程序、小游戏、微信支付、企业微信/企业号、开放平台、JSSDK、微信周边等全平台。 WeChat SDK for C#.,MDEwOlJlcG9zaXRvcnk3NTYwNTg5,2023-03-21T15:35:49Z
79,practical-aspnetcore,1009,7634,C#,https://github.com/dodyg/practical-aspnetcore,"Practical samples of ASP.NET Core 2.1, 2.2, 3.1, 5.0, 6.0, 7.0 and 8.0 preview 2  projects you can use. Readme contains explanations on all projects.",MDEwOlJlcG9zaXRvcnk2NDI5MDczOQ==,2023-03-28T08:42:42Z
80,Humanizer,894,7606,C#,https://github.com/Humanizr/Humanizer,"Humanizer meets all your .NET needs for manipulating and displaying strings, enums, dates, times, timespans, numbers and quantities",MDEwOlJlcG9zaXRvcnk0MjEzNDc0,2023-03-04T19:30:32Z
81,Ocelot,1544,7545,C#,https://github.com/ThreeMammals/Ocelot,.NET core API Gateway,MDEwOlJlcG9zaXRvcnk2MjI1NjA5Nw==,2023-03-13T10:24:47Z
82,uno,622,7537,C#,https://github.com/unoplatform/uno,"Build Mobile, Desktop and WebAssembly apps with C# and XAML. Today. Open source and professionally supported.",MDEwOlJlcG9zaXRvcnkxMzI0NTM0Mzg=,2023-03-28T12:00:36Z
83,Notepads,430,7491,C#,https://github.com/0x7c13/Notepads,"A modern, lightweight text editor with a minimalist design.",MDEwOlJlcG9zaXRvcnkxODk2NzY3Nzc=,2023-03-25T06:06:51Z
84,ReactiveUI,1118,7407,C#,https://github.com/reactiveui/ReactiveUI,"An advanced, composable, functional reactive model-view-viewmodel framework for all .NET platforms that is inspired by functional reactive programming. ReactiveUI allows you to  abstract mutable state away from your user interfaces, express the idea around a feature in one readable place and improve the testability of your application.",MDEwOlJlcG9zaXRvcnk3MTUwODI=,2023-03-25T15:41:26Z
85,Radarr,828,7362,C#,https://github.com/Radarr/Radarr,A fork of Sonarr to work with movies à la Couchpotato.,MDEwOlJlcG9zaXRvcnk3NzMyMzIyMA==,2023-03-27T13:35:40Z
86,LiteDB,1117,7347,C#,https://github.com/mbdavid/LiteDB,LiteDB - A .NET NoSQL Document Store in a single data file - https://www.litedb.org,MDEwOlJlcG9zaXRvcnkyMzMxNTIzMg==,2023-03-21T20:34:50Z
87,blockchain,2643,7337,C#,https://github.com/dvf/blockchain,A simple Blockchain in Python,MDEwOlJlcG9zaXRvcnkxMDQ2NzA5Nzc=,2023-01-04T17:21:04Z
88,Bili.Uwp,486,7331,C#,https://github.com/Richasy/Bili.Uwp,适用于新系统UI的哔哩,MDEwOlJlcG9zaXRvcnkzNzIwOTYwNTc=,2023-03-18T13:08:50Z
89,mRemoteNG,1328,7321,C#,https://github.com/mRemoteNG/mRemoteNG,"mRemoteNG is the next generation of mRemote, open source, tabbed, multi-protocol, remote connections manager.",MDEwOlJlcG9zaXRvcnk0NjA4NDg=,2023-03-25T22:30:02Z
90,ailab,1366,7301,C#,https://github.com/microsoft/ailab,"Experience, Learn and Code the latest breakthrough innovations with Microsoft AI",MDEwOlJlcG9zaXRvcnkxNDIwNzY3NDc=,2022-12-08T02:14:59Z
91,Lean,2784,7257,C#,https://github.com/QuantConnect/Lean,"Lean Algorithmic Trading Engine by QuantConnect (Python, C#)",MDEwOlJlcG9zaXRvcnkyNzI1MTQ2Mw==,2023-03-28T12:10:00Z
92,EarTrumpet,470,7190,C#,https://github.com/File-New-Project/EarTrumpet,EarTrumpet - Volume Control for Windows,MDEwOlJlcG9zaXRvcnkzODkxOTcwMg==,2023-03-24T20:34:42Z
93,Nancy,1508,7182,C#,https://github.com/NancyFx/Nancy,"Lightweight, low-ceremony, framework for building HTTP based services on .Net and Mono",MDEwOlJlcG9zaXRvcnk3MzgyNTA=,2021-01-24T13:28:09Z
94,Bogus,412,7019,C#,https://github.com/bchavez/Bogus,":card_index: A simple fake data generator for C#, F#, and VB.NET. Based on and ported from the famed faker.js.",MDEwOlJlcG9zaXRvcnkzNjk5MDcyMw==,2023-03-27T01:49:52Z
95,refit,689,7013,C#,https://github.com/reactiveui/refit,"The automatic type-safe REST library for .NET Core, Xamarin and .NET. Heavily inspired by Square's Retrofit library, Refit turns your REST API into a live interface.",MDEwOlJlcG9zaXRvcnkxMTU5MTMxMw==,2023-03-22T13:38:44Z
96,PDFPatcher,1100,6961,C#,https://github.com/wmjordan/PDFPatcher,PDF补丁丁——PDF工具箱，可以编辑书签、剪裁旋转页面、解除限制、提取或合并文档，探查文档结构，提取图片、转成图片等等,R_kgDOGlAo7g,2023-03-20T07:07:57Z
97,ContextMenuManager,407,6946,C#,https://github.com/BluePointLilac/ContextMenuManager,🖱️ 纯粹的Windows右键菜单管理程序,MDEwOlJlcG9zaXRvcnkzMDQyMzAzMzM=,2022-07-06T05:15:21Z
98,gitextensions,2011,6859,C#,https://github.com/gitextensions/gitextensions,Git Extensions is a standalone UI tool for managing git repositories. It also integrates with Windows Explorer and Microsoft Visual Studio (2015/2017/2019).,MDEwOlJlcG9zaXRvcnk4NTk1Mw==,2023-03-27T22:42:21Z
99,ET,2537,6848,C#,https://github.com/egametang/ET,Unity3D Client And C# Server Framework,MDEwOlJlcG9zaXRvcnk3NDM0MzY=,2023-03-26T14:27:55Z
100,spectre.console,324,6804,C#,https://github.com/spectreconsole/spectre.console,A .NET library that makes it easier to create beautiful console applications.,MDEwOlJlcG9zaXRvcnkyODEzNjA4Njk=,2023-03-21T09:09:51Z
101,Electron.NET,667,6623,C#,https://github.com/ElectronNET/Electron.NET,":electron: Build cross platform desktop apps with ASP.NET Core (Razor Pages, MVC, Blazor).",MDEwOlJlcG9zaXRvcnkxMDU2NDkyNzM=,2023-03-28T06:15:38Z
102,jynew,1458,6558,C#,https://github.com/jynew/jynew,JinYongLegend-like RPG Game Framework with full Modding support,MDEwOlJlcG9zaXRvcnkzNjY2NjM0Mjk=,2023-03-05T19:37:06Z
103,Quasar,2144,6529,C#,https://github.com/quasar/Quasar,Remote Administration Tool for Windows,MDEwOlJlcG9zaXRvcnkyMTYxMTcyMw==,2023-03-12T16:28:35Z
104,OrchardCore,2131,6461,C#,https://github.com/OrchardCMS/OrchardCore,"Orchard Core is an open-source modular and multi-tenant application framework built with ASP.NET Core, and a content management system (CMS) built on top of that framework.",MDEwOlJlcG9zaXRvcnkyNjg4NDcyNQ==,2023-03-27T08:08:26Z
105,reverse-proxy,623,6408,C#,https://github.com/microsoft/reverse-proxy,A toolkit for developing high-performance HTTP reverse proxy applications.,MDEwOlJlcG9zaXRvcnkyNDUyMzUxMzM=,2023-03-27T12:08:27Z
106,ImageSharp,782,6400,C#,https://github.com/SixLabors/ImageSharp,":camera: A modern, cross-platform, 2D Graphics library for .NET",MDEwOlJlcG9zaXRvcnk3MjE3NDE2NA==,2023-03-28T12:15:34Z
107,ShadowsocksR-Windows,1099,6399,C#,https://github.com/HMBSbige/ShadowsocksR-Windows,Ship of Theseus,MDEwOlJlcG9zaXRvcnkxMzAxNjA3OTU=,2023-03-23T13:02:32Z
108,QuestPDF,336,6399,C#,https://github.com/QuestPDF/QuestPDF,"QuestPDF is a modern open-source .NET library for PDF document generation. Offering comprehensive layout engine powered by concise and discoverable C# Fluent API. Easily generate PDF reports, invoices, exports, etc.",MDEwOlJlcG9zaXRvcnkzMjY4MjYwMjM=,2023-03-16T07:27:04Z
109,UniRx,835,6353,C#,https://github.com/neuecc/UniRx,Reactive Extensions for Unity,MDEwOlJlcG9zaXRvcnkxNzk0MTUyMA==,2023-03-25T02:05:13Z
110,wpf,1038,6258,C#,https://github.com/dotnet/wpf,WPF is a .NET Core UI framework for building Windows desktop applications.,MDEwOlJlcG9zaXRvcnkxNTM3MTE5NDU=,2023-03-28T11:21:19Z
111,de4dot,2540,6254,C#,https://github.com/de4dot/de4dot,.NET deobfuscator and unpacker.,MDEwOlJlcG9zaXRvcnkyNDE5NzI3,2020-08-29T08:14:56Z
112,Dependencies,538,6222,C#,https://github.com/lucasg/Dependencies,"A rewrite of the old legacy software ""depends.exe"" in C# for Windows devs to troubleshoot dll load dependencies issues.",MDEwOlJlcG9zaXRvcnk5NTM2NjY4MA==,2023-02-09T08:04:08Z
113,AspNetCoreDiagnosticScenarios,612,6206,C#,https://github.com/davidfowl/AspNetCoreDiagnosticScenarios,This repository has examples of broken patterns in ASP.NET Core applications,MDEwOlJlcG9zaXRvcnkxNTIzNzA4MjM=,2023-01-24T03:41:39Z
114,Entitas,1066,6175,C#,https://github.com/sschmid/Entitas,Entitas is a super fast Entity Component System (ECS) Framework specifically made for C# and Unity,MDEwOlJlcG9zaXRvcnkxNzg3MzM4Mg==,2022-12-17T18:37:37Z
115,serilog,741,6149,C#,https://github.com/serilog/serilog,Simple .NET logging with fully-structured events,MDEwOlJlcG9zaXRvcnk4MTk4NTEx,2023-03-28T08:32:54Z
116,Bulk-Crap-Uninstaller,363,5978,C#,https://github.com/Klocman/Bulk-Crap-Uninstaller,Remove large amounts of unwanted applications quickly.,MDEwOlJlcG9zaXRvcnk2NDY3Nzg3Mw==,2023-03-15T09:40:34Z
117,CAP,1198,5955,C#,https://github.com/dotnetcore/CAP,"Distributed transaction solution in micro-service base on eventually consistency, also an eventbus with Outbox pattern",MDEwOlJlcG9zaXRvcnk3NjQ0NTcwNA==,2023-03-28T08:52:31Z
118,clean-code-dotnet,925,5926,C#,https://github.com/thangchung/clean-code-dotnet,:bathtub:  Clean Code concepts and tools adapted for .NET ,MDEwOlJlcG9zaXRvcnkxMDMwODY2OTc=,2023-02-12T17:34:56Z
119,EquinoxProject,1515,5890,C#,https://github.com/EduardoPires/EquinoxProject,"Full ASP.NET Core 6 application with DDD, CQRS and Event Sourcing concepts",MDEwOlJlcG9zaXRvcnk3NjQyNTIzNg==,2023-03-03T15:44:56Z
