rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
476,Java,AndroidPerformanceMonitor,6504,1010,Java,https://github.com/markzhai/AndroidPerformanceMonitor,markzhai,50,2022-02-17T08:27:03Z,A transparent ui-block detection library for Android. (known as BlockCanary)
477,Java,hello-algo,9039,1009,Java,https://github.com/krahets/hello-algo,krahets,6,2023-03-27T12:02:09Z,"《Hello 算法》是一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift, Zig 等语言。"
478,Java,Linked-List-2,3,1014,Java,https://github.com/super30admin/Linked-List-2,super30admin,0,2023-03-25T20:15:09Z,
479,Java,aurora-imui,5619,1000,Java,https://github.com/jpush/aurora-imui,jpush,118,2022-12-30T04:04:35Z,General IM UI components. Android/iOS/RectNative ready.  通用 IM 聊天 UI 组件，已经同时支持 Android/iOS/RN。
480,Java,graylog2-server,6477,1000,Java,https://github.com/Graylog2/graylog2-server,Graylog2,1379,2023-03-27T11:45:25Z,Free and open source log management
481,Java,mockserver,4089,999,Java,https://github.com/mock-server/mockserver,mock-server,66,2023-03-26T19:05:05Z,"MockServer enables easy mocking of any system you integrate with via HTTP or HTTPS with clients written in Java, JavaScript and Ruby.  MockServer also includes a proxy that introspects all proxied traffic including encrypted SSL traffic and supports Port Forwarding, Web Proxying (i.e. HTTP proxy), HTTPS Tunneling Proxying (using HTTP CONNECT) and SOCKS Proxying (i.e. dynamic port forwarding)."
482,Java,android-basic-samples,956,997,Java,https://github.com/playgameservices/android-basic-samples,playgameservices,75,2021-10-05T10:08:53Z,Google Play game services - Android samples
483,Java,cheese-mvc-persistent,2,991,Java,https://github.com/LaunchCodeEducation/cheese-mvc-persistent,LaunchCodeEducation,0,2020-10-01T18:02:48Z,Java / Spring Boot studio
484,Java,ActionBar-PullToRefresh,3177,992,Java,https://github.com/chrisbanes/ActionBar-PullToRefresh,chrisbanes,0,2014-04-28T14:57:28Z,DEPRECATED
485,Java,cloudstack,1372,989,Java,https://github.com/apache/cloudstack,apache,232,2023-03-27T11:31:23Z,Apache CloudStack is an opensource Infrastructure as a Service (IaaS) cloud computing platform
486,Java,springboot-sample-app,20,1007,Java,https://github.com/codecentric/springboot-sample-app,codecentric,0,2022-10-14T12:38:34Z,Minimal Spring Boot sample app
487,Java,Meizhi,16,982,Java,https://github.com/niuxdexiaobai/Meizhi,niuxdexiaobai,0,2015-06-24T08:26:54Z,妹纸.gank.io
488,Java,mssc-brewery,62,993,Java,https://github.com/springframeworkguru/mssc-brewery,springframeworkguru,2,2023-01-30T17:25:54Z,Spring MVC Brewery Microservice
489,Java,cordova-plugin-background-mode,1374,979,Java,https://github.com/katzer/cordova-plugin-background-mode,katzer,243,2023-03-22T20:11:06Z,Keep app running in background
490,Java,java-goof,74,978,Java,https://github.com/snyk-labs/java-goof,snyk-labs,2,2023-03-23T17:52:47Z,
491,Java,Sunshine,6,976,Java,https://github.com/smeise/Sunshine,smeise,0,2014-06-24T01:27:21Z,Android App for Android Fundamentals
492,Java,EhViewer,7690,976,Java,https://github.com/seven332/EhViewer,seven332,197,2019-08-09T04:50:17Z,[DEPRECATED] An Unofficial E-Hentai Application for Android
493,Java,phoenix,973,975,Java,https://github.com/apache/phoenix,apache,0,2023-03-27T06:26:16Z,Mirror of Apache Phoenix
494,Java,PLDroidPlayer,4565,973,Java,https://github.com/pili-engineering/PLDroidPlayer,pili-engineering,364,2022-11-25T10:24:28Z,PLDroidPlayer 是七牛推出的一款免费的适用于 Android 平台的播放器 SDK，采用全自研的跨平台播放内核，拥有丰富的功能和优异的性能，可高度定制化和二次开发。
495,Java,incubator-seatunnel,4875,972,Java,https://github.com/apache/incubator-seatunnel,apache,324,2023-03-27T11:42:31Z,"SeaTunnel is a distributed, high-performance data integration platform for the synchronization and transformation of massive data (offline & real-time)."
496,Java,easy-rules,4346,972,Java,https://github.com/j-easy/easy-rules,j-easy,59,2023-01-11T07:30:27Z,"The simple, stupid rules engine for Java"
497,Java,Fast-Android-Networking,5545,971,Java,https://github.com/amitshekhariitbhu/Fast-Android-Networking,amitshekhariitbhu,228,2023-03-08T09:00:31Z,🚀 A Complete Fast Android Networking Library that also supports HTTP/2 🚀
498,Java,MaterialDateTimePicker,4658,970,Java,https://github.com/wdullaer/MaterialDateTimePicker,wdullaer,81,2022-08-23T14:10:14Z,Pick a date or time on Android in style
499,Java,testng,1825,971,Java,https://github.com/cbeust/testng,cbeust,249,2023-03-24T13:46:41Z,TestNG testing framework
500,Java,AlgorithmsSedgewick,2708,969,Java,https://github.com/aistrate/AlgorithmsSedgewick,aistrate,6,2021-03-27T09:44:01Z,"Code from the book ""Algorithms"" (4th ed.) by Robert Sedgewick and Kevin Wayne (original, and my solutions to exercises)."
501,Java,maven-web-application,0,862,Java,https://github.com/MaheshBangaru/maven-web-application,MaheshBangaru,0,2022-04-01T11:58:07Z,
502,Java,java-web-app,2,866,Java,https://github.com/LandmakTechnology/java-web-app,LandmakTechnology,0,2022-08-02T00:17:47Z,
503,Java,sonar-examples,5,856,Java,https://github.com/ishara/sonar-examples,ishara,0,2022-12-29T23:56:36Z,Sonar Examples
504,Java,Intro-to-Java-Programming,1076,856,Java,https://github.com/jsquared21/Intro-to-Java-Programming,jsquared21,22,2023-01-10T19:42:53Z,"Solutions to Programming Exercises in Introduction to Java Programming, Comprehensive Version (10th Edition) by Y. Daniel Liang"
505,Java,books,1953,855,Java,https://github.com/mymmsc/books,mymmsc,0,2023-02-08T01:22:38Z,常用书籍
506,Java,jshERP,1988,855,Java,https://github.com/jishenghua/jshERP,jishenghua,19,2023-03-25T13:52:12Z,华夏ERP基于SpringBoot框架和SaaS模式，立志为中小企业提供开源好用的ERP软件，目前专注进销存+财务功能。主要模块有零售管理、采购管理、销售管理、仓库管理、财务管理、报表查询、系统管理等。支持预付款、收入支出、仓库调拨、组装拆卸、订单等特色功能。拥有库存状况、出入库统计等报表。同时对角色和权限进行了细致全面控制，精确到每个按钮和菜单。
507,Java,fleetman-position-tracker,2,866,Java,https://github.com/fleetman-ci-cd-demo/fleetman-position-tracker,fleetman-ci-cd-demo,0,2022-10-24T14:51:26Z,
508,Java,hippo4j,3806,851,Java,https://github.com/opengoofy/hippo4j,opengoofy,55,2023-03-25T13:48:30Z,📌 强大的动态线程池框架，附带监控报警功能。支持 JDK、Tomcat、Jetty、Undertow 线程池；Dubbo、Dubbox、Kafka、RabbitMQ、RocketMQ、Hystrix 消费线程池（更多框架线程池还在适配中）。内置两种使用模式：轻量级依赖配置中心以及无中间件依赖版本。
509,Java,keycloak-quickstarts,1453,845,Java,https://github.com/keycloak/keycloak-quickstarts,keycloak,24,2023-03-18T01:06:08Z,
510,Java,InfiniteCycleViewPager,5745,844,Java,https://github.com/Devlight/InfiniteCycleViewPager,Devlight,56,2022-08-09T20:20:47Z,Infinite cycle ViewPager with two-way orientation and interactive effect.
511,Java,titanium_modules,3,842,Java,https://github.com/apollosande/titanium_modules,apollosande,0,2011-03-03T00:44:55Z,Modules for Appcelerator's Titanium
512,Java,fleetman-position-simulator,3,856,Java,https://github.com/fleetman-ci-cd-demo/fleetman-position-simulator,fleetman-ci-cd-demo,0,2022-10-24T14:52:48Z,
513,Java,dr-elephant,1302,847,Java,https://github.com/linkedin/dr-elephant,linkedin,136,2023-02-28T11:42:13Z,Dr. Elephant is a job and flow-level performance monitoring and tuning tool for Apache Hadoop and Apache Spark
514,Java,FloatingActionButton,4015,842,Java,https://github.com/makovkastar/FloatingActionButton,makovkastar,73,2020-05-08T12:06:19Z,[DEPRECATED] Android floating action button
515,Java,android_frameworks_base,14,840,Java,https://github.com/zsol/android_frameworks_base,zsol,0,2020-10-01T18:05:31Z,Android base frameworks (cyanogenmod)
516,Java,GeekNews,3490,840,Java,https://github.com/codeestX/GeekNews,codeestX,48,2018-08-25T11:26:10Z,:books:A pure reading App based on Material Design + MVP + RxJava2 + Retrofit + Dagger2 + Realm + Glide
517,Java,jv-hash-map,0,861,Java,https://github.com/mate-academy/jv-hash-map,mate-academy,0,2023-03-26T18:58:59Z,
518,Java,xabber-android,1800,838,Java,https://github.com/redsolution/xabber-android,redsolution,265,2022-11-18T03:17:16Z,Open-source XMPP client for Android
519,Java,JavaCourseCodes,590,839,Java,https://github.com/JavaCourse00/JavaCourseCodes,JavaCourse00,0,2022-12-23T00:31:55Z,JavaCourse
520,Java,AppAuth-Android,2404,836,Java,https://github.com/openid/AppAuth-Android,openid,151,2023-03-12T00:26:30Z,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.
521,Java,ud839_CustomAdapter_Example,440,834,Java,https://github.com/udacity/ud839_CustomAdapter_Example,udacity,1,2023-01-18T14:12:35Z,
522,Java,smartTable,4938,835,Java,https://github.com/huangyanbin/smartTable,huangyanbin,192,2022-03-11T09:08:26Z,一款android自动生成表格框架---An Android automatically generated table framework
523,Java,StepView,4113,835,Java,https://github.com/baoyachi/StepView,baoyachi,42,2023-02-02T10:25:12Z,Step by step，just use HorizontalStepView，VerticalStepView. step indicator，flow indicator，timeline，order process，express status
524,Java,scm-biz-suite,2069,835,Java,https://github.com/doublechaintech/scm-biz-suite,doublechaintech,8,2023-02-12T14:54:49Z,"供应链中台系统基础版，集成零售管理, 电子商务, 供应链管理,  财务管理, 车队管理, 仓库管理, 人员管理, 产品管理, 订单管理, 会员管理, 连锁店管理, 加盟管理, 前端React/Ant Design, 后端Java Spring+自有开源框架，全面支持MySQL, PostgreSQL, 全面支持国产数据库南大通用GBase 8s,通过REST接口调用，前后端完全分离。"
525,Java,iotdb,3115,832,Java,https://github.com/apache/iotdb,apache,225,2023-03-27T11:45:37Z,Apache IoTDB
526,Java,JazzyViewPager,2680,831,Java,https://github.com/jfeinstein10/JazzyViewPager,jfeinstein10,39,2015-08-30T23:33:20Z,"An easy to use ViewPager that adds an awesome set of custom swiping animations. Just change your ViewPagers to JazzyViewPagers, two more steps, and you're good to go!"
527,Java,helloworld-java-maven,7,837,Java,https://github.com/scmgalaxy/helloworld-java-maven,scmgalaxy,1,2022-07-12T07:34:04Z,
528,Java,emojicon,3608,828,Java,https://github.com/rockerhieu/emojicon,rockerhieu,77,2020-06-13T00:51:58Z,"A library to show emoji in TextView, EditText (like WhatsApp) for Android"
529,Java,FEBS-Cloud,4,827,Java,https://github.com/xiejiangchu/FEBS-Cloud,xiejiangchu,0,2019-09-08T14:37:38Z,基于Spring Cloud Greenwich.SR1、Spring Cloud OAuth2 & Spring Cloud Security 构建的微服务权限管理系统
530,Java,spydroid-ipcamera,1740,827,Java,https://github.com/fyhertz/spydroid-ipcamera,fyhertz,42,2023-01-26T12:55:34Z,A powerful and funny android app. that streams the camera and microphone of your phone to your browser or to VLC 
531,Java,AndroidHttpCapture,4138,826,Java,https://github.com/JZ-Darkal/AndroidHttpCapture,JZ-Darkal,37,2022-01-27T09:17:54Z,"AndroidHttpCapture网络诊断工具 是一款Android手机抓包软件 主要功能包括：手机端抓包、PING/DNS/TraceRoute诊断、抓包HAR数据上传分享。你也可以看成是Android版的""Fiddler"" \(^o^)/~"
532,Java,intellij-sdk-docs,1095,826,Java,https://github.com/JetBrains/intellij-sdk-docs,JetBrains,0,2023-03-27T07:18:53Z,IntelliJ SDK Platform Documentation
533,Java,White-Jotter,2186,826,Java,https://github.com/Antabot/White-Jotter,Antabot,7,2022-12-10T12:47:56Z,白卷是一款使用 Vue+Spring Boot 开发的前后端分离项目，附带全套开发教程。（A simple CMS developed by Spring Boot and Vue.js with development tutorials）
534,Java,Spring-MVC-Tutorials,243,825,Java,https://github.com/dailycodebuffer/Spring-MVC-Tutorials,dailycodebuffer,2,2022-08-30T14:21:09Z,Spring-MVC-Tutorials
535,Java,cw-android,1168,823,Java,https://github.com/commonsguy/cw-android,commonsguy,0,2013-06-27T22:18:49Z,Source Code to _The Busy Coder's Guide To Android Development_
536,Java,uaa,1478,823,Java,https://github.com/cloudfoundry/uaa,cloudfoundry,36,2023-03-27T11:57:15Z,CloudFoundry User Account and Authentication (UAA) Server
537,Java,Aria,5207,822,Java,https://github.com/AriaLyy/Aria,AriaLyy,0,2023-03-24T11:06:10Z,下载可以很简单
538,Java,mapstruct,6040,822,Java,https://github.com/mapstruct/mapstruct,mapstruct,413,2023-03-26T12:59:02Z,An annotation processor for generating type-safe bean mappers
539,Java,MarsDaemon,3062,822,Java,https://github.com/Marswin/MarsDaemon,Marswin,42,2016-03-19T09:39:32Z,"A lite library, you can make your project depend it easily, and your project will be UNDEAD (contains api from 9 to 23, lol)."
540,Java,MultiImageSelector,2981,821,Java,https://github.com/lovetuzitong/MultiImageSelector,lovetuzitong,86,2020-05-06T02:39:00Z,Deprecated -- Image selector for Android device. Support single choice and multi-choice.
541,Java,android-beacon-library,2722,820,Java,https://github.com/AltBeacon/android-beacon-library,AltBeacon,146,2023-03-15T09:58:50Z,Allows Android apps to interact with BLE beacons
542,Java,rocketmq-spring,1817,820,Java,https://github.com/apache/rocketmq-spring,apache,40,2023-03-24T08:44:27Z,Apache RocketMQ Spring Integration
543,Java,ChatKit,3595,819,Java,https://github.com/stfalcon-studio/ChatKit,stfalcon-studio,107,2022-05-23T20:11:06Z,"Android library. Flexible components for chat UI implementation with flexible possibilities for styling, customizing and data management.  Made by Stfalcon"
544,Java,microservices-demo,854,820,Java,https://github.com/paulc4/microservices-demo,paulc4,4,2022-03-04T07:29:53Z,Demo application to go with Blog on spring.io
545,Java,GraphView,2720,817,Java,https://github.com/jjoe64/GraphView,jjoe64,159,2023-01-11T03:13:55Z,Android Graph Library for creating zoomable and scrollable line and bar graphs.
546,Java,hugo,7876,815,Java,https://github.com/JakeWharton/hugo,JakeWharton,53,2022-01-05T11:19:51Z,Annotation-triggered method call logging for your debug builds.
547,Java,SpringMvcStepByStep,778,815,Java,https://github.com/in28minutes/SpringMvcStepByStep,in28minutes,12,2022-12-16T06:35:46Z,Spring MVC Tutorial for beginners - In 25 Small Steps
548,Java,android-demo,1060,814,Java,https://github.com/Trinea/android-demo,Trinea,6,2016-05-03T02:39:38Z,"Android common lib demo, include ImageCache, HttpCache, DropDownListView, DownloadManager, install apk silent and so on, you can find description"
549,Java,TwitterFeed,1,810,Java,https://github.com/pcdavies/TwitterFeed,pcdavies,0,2022-09-19T13:27:16Z,This code is used to build the TwitterFeedMicroservice.
550,Java,cordova-imagePicker,404,814,Java,https://github.com/wymsee/cordova-imagePicker,wymsee,169,2022-05-26T01:06:14Z,Cordova Plugin For Multiple Image Selection
551,Java,walle,6568,1050,Java,https://github.com/Meituan-Dianping/walle,Meituan-Dianping,101,2021-09-07T07:01:35Z,Android Signature V2 Scheme签名下的新一代渠道包打包神器
552,Java,twoway-view,5250,1049,Java,https://github.com/lucasr/twoway-view,lucasr,149,2017-03-20T14:42:55Z,[DEPRECATED] RecyclerView made simple
553,Java,android-pulltorefresh,2477,1049,Java,https://github.com/johannilsson/android-pulltorefresh,johannilsson,31,2020-10-01T14:08:43Z,DEPRECATED This project aims to provide a reusable pull to refresh widget for Android.
554,Java,openjdk,2181,1047,Java,https://github.com/unofficial-openjdk/openjdk,unofficial-openjdk,0,2020-07-20T13:28:13Z,Do not send pull requests! Automated Git clone of various OpenJDK branches
555,Java,Android-skin-support,6100,1047,Java,https://github.com/ximsfei/Android-skin-support,ximsfei,94,2020-09-03T06:06:18Z,"Android-skin-support is an easy dynamic skin framework to use  for Android, Only one line of code to integrate it. Android 换肤框架, 极低的学习成本, 极好的用户体验. ""一行""代码就可以实现换肤, 你值得拥有!!!"
556,Java,android-zxingLibrary,4959,1045,Java,https://github.com/yipianfengye/android-zxingLibrary,yipianfengye,202,2021-08-20T19:07:06Z,几行代码快速集成二维码扫描功能
557,Java,librec,3159,1046,Java,https://github.com/guoguibing/librec,guoguibing,68,2022-09-15T14:25:56Z,"LibRec: A Leading Java Library for Recommender Systems, see"
558,Java,blynk-server,17,1054,Java,https://github.com/HenrikDA/blynk-server,HenrikDA,0,2015-03-26T12:53:52Z,"Platform with iOs and Android apps to control Arduino, Raspberry Pi and similar microcontroller boards over the Internet."
559,Java,SoloPi,5153,1045,Java,https://github.com/alipay/SoloPi,alipay,120,2022-08-05T11:25:14Z,SoloPi 自动化测试工具
560,Java,ImagePicker,4264,1044,Java,https://github.com/jeasonlzy/ImagePicker,jeasonlzy,160,2020-10-27T06:08:16Z,完全仿微信的图片选择，并且提供了多种图片加载接口，选择图片后可以旋转，可以裁剪成矩形或圆形，可以配置各种其他的参数
561,Java,spring-in-action-5-samples,1179,1044,Java,https://github.com/habuma/spring-in-action-5-samples,habuma,61,2022-12-19T04:14:08Z,Home for example code from Spring in Action 5.
562,Java,spring-security-react-ant-design-polls-app,1631,1044,Java,https://github.com/callicoder/spring-security-react-ant-design-polls-app,callicoder,24,2023-03-02T02:33:15Z,"Full Stack Polls App built using Spring Boot, Spring Security, JWT, React, and Ant Design"
563,Java,apps-android-commons,824,1045,Java,https://github.com/commons-app/apps-android-commons,commons-app,525,2023-03-27T11:18:41Z,The Wikimedia Commons Android app allows users to upload pictures from their Android phone/tablet to Wikimedia Commons
564,Java,rstudio,4217,1042,Java,https://github.com/rstudio/rstudio,rstudio,1392,2023-03-26T04:51:02Z,RStudio is an integrated development environment (IDE) for R
565,Java,android-viewbadger,3024,1042,Java,https://github.com/jgilfelt/android-viewbadger,jgilfelt,0,2015-08-28T07:48:08Z,"[DEPRECATED] A simple way to ""badge"" any given Android view at runtime without having to cater for it in layout"
566,Java,titan,5212,1042,Java,https://github.com/thinkaurelius/titan,thinkaurelius,157,2022-10-19T07:57:00Z,Distributed Graph Database
567,Java,jv-oop,5,1067,Java,https://github.com/mate-academy/jv-oop,mate-academy,2,2023-03-26T19:06:34Z,
568,Java,webapp,2,1053,Java,https://github.com/sebsto/webapp,sebsto,0,2023-02-19T16:27:18Z,Sample Web App with Maven for Jenkins Demo
569,Java,spring-data-redis,1562,1041,Java,https://github.com/spring-projects/spring-data-redis,spring-projects,130,2023-03-27T11:54:51Z,"Provides support to increase developer productivity in Java when using Redis, a key-value store. Uses familiar Spring concepts such as a template classes for core API usage and lightweight repository style data access."
570,Java,sample-web-application,24,1080,Java,https://github.com/DeekshithSN/sample-web-application,DeekshithSN,1,2023-03-08T20:29:54Z,
571,Java,java-web-dev-studio7,1,1037,Java,https://github.com/LaunchCodeEducation/java-web-dev-studio7,LaunchCodeEducation,0,2022-03-08T21:45:53Z,
572,Java,spring-authorization-server,4221,1037,Java,https://github.com/spring-projects/spring-authorization-server,spring-projects,59,2023-03-24T15:06:38Z,Spring Authorization Server
573,Java,dynamic-datasource-spring-boot-starter,3928,1032,Java,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,baomidou,5,2023-03-21T14:34:01Z,dynamic datasource for springboot 多数据源 动态数据源 主从分离 读写分离 分布式事务 
574,Java,coding-events-demo,5,1053,Java,https://github.com/LaunchCodeEducation/coding-events-demo,LaunchCodeEducation,0,2023-03-15T01:41:25Z,
575,Java,javaparser,4616,1030,Java,https://github.com/javaparser/javaparser,javaparser,432,2023-03-25T20:40:41Z,"Java 1-15 Parser and Abstract Syntax Tree for Java, including preview features to Java 13"
576,Java,Android_Me,262,1027,Java,https://github.com/udacity/Android_Me,udacity,43,2022-06-28T07:40:07Z,App that lets you style your own Android! This uses Fragments to create a flexible and responsive UI.
577,Java,mall-tiny,1462,1028,Java,https://github.com/macrozheng/mall-tiny,macrozheng,15,2023-02-14T08:33:25Z,mall-tiny是一款基于SpringBoot+MyBatis-Plus的快速开发脚手架，拥有完整的权限管理功能，可对接Vue前端，开箱即用。
578,Java,GT,4334,1026,Java,https://github.com/Tencent/GT,Tencent,67,2019-03-11T07:24:58Z,GT (Great Tit) is a portable debugging tool for bug hunting and performance tuning on smartphones anytime and anywhere just as listening music with Walkman. GT can act as the Integrated Debug Environment by directly running on smartphones.
579,Java,linkis,2998,1025,Java,https://github.com/apache/linkis,apache,234,2023-03-27T11:59:51Z,"Apache Linkis builds a computation middleware layer to facilitate connection, governance and orchestration between the upper applications and the underlying data engines."
580,Java,StackAnnotationMaven,1,1020,Java,https://github.com/kenken64/StackAnnotationMaven,kenken64,0,2022-11-10T07:07:27Z,This is StackAnnotationMaven
581,Java,git-plugin,649,1022,Java,https://github.com/jenkinsci/git-plugin,jenkinsci,0,2023-03-27T04:56:38Z,Jenkins Git plugin 
582,Java,ksql,5451,1017,Java,https://github.com/confluentinc/ksql,confluentinc,1137,2023-03-27T12:02:16Z,The database purpose-built for stream processing applications.
583,Java,FastHub,5659,1017,Java,https://github.com/k0shk0sh/FastHub,k0shk0sh,334,2022-09-12T13:15:21Z,FastHub the ultimate GitHub client for Android.
584,Java,BGARefreshLayout-Android,4295,1016,Java,https://github.com/bingoogolapple/BGARefreshLayout-Android,bingoogolapple,95,2021-04-05T12:28:38Z,多种下拉刷新效果、上拉加载更多、可配置自定义头部广告位
585,Java,addressbook-level25,11,1013,Java,https://github.com/se-edu/addressbook-level25,se-edu,15,2019-05-02T12:14:27Z,:ab::three:  Address Book sample application (Level 2.5)
586,Java,docker-java,2511,1015,Java,https://github.com/docker-java/docker-java,docker-java,29,2023-03-20T14:18:00Z,Java Docker API Client
587,Java,Movie_Recommend,2397,1012,Java,https://github.com/LuckyZXL2016/Movie_Recommend,LuckyZXL2016,12,2019-04-01T13:10:59Z,基于Spark的电影推荐系统，包含爬虫项目、web网站、后台管理系统以及spark推荐系统
588,Java,FastDev4Android,2840,1010,Java,https://github.com/jiangqqlmj/FastDev4Android,jiangqqlmj,8,2018-06-06T01:16:26Z,"本项目是Android快速开发框架，采用AndroidStudio进行开发。 预想集成工具包,采用MVP开发模式,EventBus数据分发,沉浸式状态栏,ORM,网络请求(HTTPClint,Volley,OkHttps),数据解析,依赖注入(AndroidAnnotations),xutils,图片异步加载，二维码扫描等等，后续会进行逐步添加"
589,Java,AndroidPerformanceMonitor,6504,1010,Java,https://github.com/markzhai/AndroidPerformanceMonitor,markzhai,50,2022-02-17T08:27:03Z,A transparent ui-block detection library for Android. (known as BlockCanary)
590,Java,hello-algo,9039,1009,Java,https://github.com/krahets/hello-algo,krahets,6,2023-03-27T12:02:09Z,"《Hello 算法》是一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift, Zig 等语言。"
591,Java,Linked-List-2,3,1014,Java,https://github.com/super30admin/Linked-List-2,super30admin,0,2023-03-25T20:15:09Z,
592,Java,aurora-imui,5619,1000,Java,https://github.com/jpush/aurora-imui,jpush,118,2022-12-30T04:04:35Z,General IM UI components. Android/iOS/RectNative ready.  通用 IM 聊天 UI 组件，已经同时支持 Android/iOS/RN。
593,Java,mockserver,4089,999,Java,https://github.com/mock-server/mockserver,mock-server,66,2023-03-26T19:05:05Z,"MockServer enables easy mocking of any system you integrate with via HTTP or HTTPS with clients written in Java, JavaScript and Ruby.  MockServer also includes a proxy that introspects all proxied traffic including encrypted SSL traffic and supports Port Forwarding, Web Proxying (i.e. HTTP proxy), HTTPS Tunneling Proxying (using HTTP CONNECT) and SOCKS Proxying (i.e. dynamic port forwarding)."
594,Java,android-basic-samples,956,997,Java,https://github.com/playgameservices/android-basic-samples,playgameservices,75,2021-10-05T10:08:53Z,Google Play game services - Android samples
595,Java,android_frameworks_base,349,998,Java,https://github.com/LineageOS/android_frameworks_base,LineageOS,0,2023-03-26T18:15:46Z,
596,Java,cheese-mvc-persistent,2,991,Java,https://github.com/LaunchCodeEducation/cheese-mvc-persistent,LaunchCodeEducation,0,2020-10-01T18:02:48Z,Java / Spring Boot studio
597,Java,ActionBar-PullToRefresh,3177,992,Java,https://github.com/chrisbanes/ActionBar-PullToRefresh,chrisbanes,0,2014-04-28T14:57:28Z,DEPRECATED
598,Java,intellij-plugins,1944,992,Java,https://github.com/JetBrains/intellij-plugins,JetBrains,0,2023-03-27T09:27:18Z,Open-source plugins included in the distribution of IntelliJ IDEA Ultimate and other IDEs based on the IntelliJ Platform
599,Java,cloudstack,1372,989,Java,https://github.com/apache/cloudstack,apache,232,2023-03-27T11:31:23Z,Apache CloudStack is an opensource Infrastructure as a Service (IaaS) cloud computing platform
600,Java,springboot-sample-app,20,1007,Java,https://github.com/codecentric/springboot-sample-app,codecentric,0,2022-10-14T12:38:34Z,Minimal Spring Boot sample app
601,Java,hugo,7876,815,Java,https://github.com/JakeWharton/hugo,JakeWharton,53,2022-01-05T11:19:51Z,Annotation-triggered method call logging for your debug builds.
602,Java,SpringMvcStepByStep,778,815,Java,https://github.com/in28minutes/SpringMvcStepByStep,in28minutes,12,2022-12-16T06:35:46Z,Spring MVC Tutorial for beginners - In 25 Small Steps
603,Java,smarthome,861,814,Java,https://github.com/eclipse-archived/smarthome,eclipse-archived,470,2020-05-07T14:11:52Z,Eclipse SmartHome™ project
604,Java,android-demo,1060,814,Java,https://github.com/Trinea/android-demo,Trinea,6,2016-05-03T02:39:38Z,"Android common lib demo, include ImageCache, HttpCache, DropDownListView, DownloadManager, install apk silent and so on, you can find description"
605,Java,TwitterFeed,1,810,Java,https://github.com/pcdavies/TwitterFeed,pcdavies,0,2022-09-19T13:27:16Z,This code is used to build the TwitterFeedMicroservice.
606,Java,cordova-imagePicker,404,814,Java,https://github.com/wymsee/cordova-imagePicker,wymsee,169,2022-05-26T01:06:14Z,Cordova Plugin For Multiple Image Selection
607,Java,CommonUtilLibrary,2799,812,Java,https://github.com/AbrahamCaiJin/CommonUtilLibrary,AbrahamCaiJin,7,2020-05-11T01:16:47Z,快速开发工具类收集，史上最全的开发工具类，欢迎Follow、Fork、Star
608,Java,paho.mqtt.java,1839,811,Java,https://github.com/eclipse/paho.mqtt.java,eclipse,279,2022-11-29T11:05:50Z,Eclipse Paho Java MQTT client library.  Paho is an Eclipse IoT project.
609,Java,Lazy,2151,811,Java,https://github.com/l123456789jy/Lazy,l123456789jy,0,2022-07-27T06:39:15Z,The android tools           自己整理的常用的工具类   
610,Java,PublicCMS,1887,809,Java,https://github.com/sanluan/PublicCMS,sanluan,0,2023-03-27T11:43:01Z,"More than 2 million lines of code modification continuously iterated for 7 years to modernize java cms, easily supporting tens of millions of data, tens of millions of PV; Support static, server side includes; Currently has 0.0005% of the world's users (w3techs provided data), language support in Chinese, Japanese, English"
611,Java,mavenrepo,2,826,Java,https://github.com/r-devops/mavenrepo,r-devops,0,2023-01-01T12:24:57Z,
612,Java,MifareClassicTool,3476,808,Java,https://github.com/ikarus23/MifareClassicTool,ikarus23,32,2023-03-21T20:52:14Z,"An Android NFC app for reading, writing, analyzing, etc. MIFARE Classic RFID tags."
613,Java,CoinExchange_CryptoExchange_Java,878,805,Java,https://github.com/jammy928/CoinExchange_CryptoExchange_Java,jammy928,0,2023-03-03T01:28:04Z,"The best Java open source crypto currency exchange platform, bitcoin exchange based on Java | BTC exchange | ETH exchange | digital currency exchange | trading platform | matching trading engine. This project is based on the development of Spring Cloud microservices and can be used to build and secondary development of digital currency exchanges. It has a complete source code for matching trading engines, back-end management (back-end + front-end), front-end (transaction page, activity page, personal center, etc.), Android APP source code, Apple APP source code, currency wallet RPC source code. Contact Email: 877070886@qq.com"
614,Java,samples,166,804,Java,https://github.com/ihrupin/samples,ihrupin,2,2018-01-20T16:30:59Z,samples
615,Java,Emmagee,102,805,Java,https://github.com/kevinkong/Emmagee,kevinkong,1,2018-03-16T06:53:04Z,Android performance test tool
616,Java,beauty_ssm,1404,804,Java,https://github.com/wosyingjun/beauty_ssm,wosyingjun,26,2018-07-19T06:19:24Z,优雅的SSM（Spring+SpringMVC+Mybatis）框架
617,Java,2048-android,1007,803,Java,https://github.com/uberspot/2048-android,uberspot,20,2021-12-17T01:46:58Z,The android port of the 2048 game (for offline playing)
